word,main_word,stem
ठेवींमध्ये ,मध्,ये 
थिएटर्मध्ये ,मध्,ये 
थिएटर्मध्येच ,मध्,येच 
धार्मिकतेमध्ये ,मध्,ये 
धर्मामध्ये ,मध्,ये 
धुमध्डाक्याने ,मध्,डाक्याने 
धुमध्डाक्यात ,मध्,डाक्यात 
अभिनयामध्ये ,मध्,ये 
अर्थव्यव्स्थेमध्ये ,मध्,ये 
अवशेषामध्ये ,मध्,ये 
बाथरूमध्ये ,मध्,ये 
बाबींमध्ये ,मध्,ये 
बाहुलीमध्ये ,मध्,ये 
बारामध्ली ,मध्,ली 
बादशाहिमध्ला ,मध्,ला 
बँकांमध्ये ,मध्,ये 
बँकामध्ये ,मध्,ये 
बँकेमध्ये ,मध्,ये 
बस्मध्लं ,मध्,लं 
बस्मध्ये ,मध्,ये 
बेल्जम्मध्ल्या ,मध्,ल्या 
चळ्वळीमध्येही ,मध्,येही 
चित्रप्टाचगृहामध्ये ,मध्,ये 
चित्रप्टामध्ये ,मध्,ये 
चित्रप्टगृहामध्ये ,मध्,ये 
चित्रप्टसृष्टीमध्ये ,मध्,ये 
डऑक्टरांच्यामध्ये ,मध्,ये 
ड्रायर्मध्ये ,मध्,ये 
एप्रिमध्ये ,मध्,ये 
गण्नेमध्ये ,मध्,ये 
गटामध्ये ,मध्,ये 
गट्सभांमध्ये ,मध्,ये 
गिरणीमध्ये ,मध्,ये 
गोंधळामध्ये ,मध्,ये 
गोष्टींमध्ये ,मध्,ये 
ग्रहांमध्ये ,मध्,ये 
हालचालींमध्ये ,मध्,ये 
हातांमध्ये ,मध्,ये 
हऑस्पिटल्मध्ल्या ,मध्,ल्या 
हऑस्पिटल्मध्ये ,मध्,ये 
हिंदीमध्ये ,मध्,ये 
ह्यामध्ये ,मध्,ये 
इंग्लड्ंमध्ये ,मध्,ये 
इंग्लड्मध्ये ,मध्,ये 
इटंरव्हल्मध्ये ,मध्,ये 
इटलीमध्ये ,मध्,ये 
जगामध्ये ,मध्,ये 
जन्मामध्ये ,मध्,ये 
जन्मकुंडलीमध्ये ,मध्,ये 
जर्मनीमध्ये ,मध्,ये 
कामांमध्ये ,मध्,ये 
कामध्ंदा ,मध्,ंदा 
कार्यामध्ये ,मध्,ये 
कृतींमध्ये ,मध्,ये 
कृतीमध्ये ,मध्,ये 
क्षेत्रामध्ये ,मध्,ये 
कूपेमध्ये ,मध्,ये 
कऑटस्मध्ये ,मध्,ये 
कंपनीमध्ये ,मध्,ये 
कंपन्यामध्ये ,मध्,ये 
कलेमध्ये ,मध्,ये 
कप्प्यांमध्ये ,मध्,ये 
कर्मचाऱ्यांमध्ये ,मध्,ये 
कस्टम्मध्ये ,मध्,ये 
कॅनडामध्ये ,मध्,ये 
कॅनडामध्येही ,मध्,येही 
किल्ल्यामध्ये ,मध्,ये 
क्लब्मध्ये ,मध्,ये 
कोकणीमध्ये ,मध्,ये 
क्रियांमध्ये ,मध्,ये 
लऑकर्मध्ये ,मध्,ये 
लंडन्मध्ये ,मध्,ये 
लोटस्मध्ये ,मध्,ये 
माझ्यामध्ये ,मध्,ये 
माणसांमध्ल्या ,मध्,ल्या 
मंडळीमध्ये ,मध्,ये 
मध्ला ,मध्,ला 
मध्लाच ,मध्,लाच 
मध्ले ,मध्,ले 
मध्ल्या ,मध्,ल्या 
मधोमध् ,मध्, 
मध्याच्याही ,मध्,याच्याही 
मध्यापासून ,मध्,यापासून 
मध्यावर् ,मध्,यावर् 
मध्य ,मध्,य 
मध्यभागी ,मध्,यभागी 
मध्यभाग ,मध्,यभाग 
मध्यंतर् ,मध्,यंतर् 
मध्यंतरामध्ये ,मध्,यंतरा
मध्यंतरामध्येही ,मध्,यंतरा
मध्यंतरात ,मध्,यंतरात 
मध्यंतरी ,मध्,यंतरी 
मध्यंतरीच्या ,मध्,यंतरीच्या 
मध्यबिंदूवरून ,मध्,यबिंदूवरून 
मध्यकाल ,मध्,यकाल 
मध्यम् ,मध्,यम् 
मध्यम्वर्गीय ,मध्,यम्वर्गीय 
मध्यम्वयीन ,मध्,यम्वयीन 
मध्यप्रांतात ,मध्,यप्रांतात 
मध्यरात्री ,मध्,यरात्री 
मध्यस्थांचा ,मध्,यस्थांचा 
मध्यस्थांची ,मध्,यस्थांची 
मध्यस्थ ,मध्,यस्थ 
मध्यव्र्ती ,मध्,यव्र्ती 
मध्यव्वर्ती ,मध्,यव्वर्ती 
मध्ये ,मध्,ये 
मध्येच ,मध्,येच 
मह्त्वाकांक्षेमध्ये ,मध्,ये 
मराठवाड्यामध्ये ,मध्,ये 
मस्त्यग्ंधामध्ये ,मध्,ये 
मेंदूमध्ये ,मध्,ये 
